Id,prediction
38503211,0.9975159
126316,0.99446625
2507057,0.99354607
74633021,0.9955368
462489,0.99666226
32129699,0.9373598
14285532,0.99846125
119371970,0.95945454
224471845,0.9901434
121939884,0.9954145
126588,0.99786454
126657,0.9603948
78100192,0.99566203
267361,0.9973214
81925031,0.983198
81936884,0.98719305
68052038,0.9959884
121942584,0.992376
585458,0.9967713
162416216,0.986437
126681,0.7766742
1708913,0.9766058
231900,0.9977176
59798475,0.97822076
2828190,0.9588438
462577,0.9586069
126871,0.9987956
417289,0.9977804
74675263,0.9744573
123885682,0.9951597
74681837,0.9984798
158564280,0.99833053
229484878,0.9942919
19855848,0.9960408
124074950,0.99686927
83288047,0.98092777
166233676,0.99814904
4033697,0.99787664
1708998,0.993451
81325198,0.9988876
12230911,0.993802
1709011,0.99714524
74865968,0.972359
6016562,0.99829894
6226397,0.99724257
2833295,0.99337536
60392770,0.99143934
30581026,0.96862507
6225684,0.99677
54037803,0.9949764
3024146,0.996318
46396134,0.9929509
3024161,0.99215806
1171011,0.9231758
1723424,0.9973133
20138894,0.9981035
122263821,0.9977393
20138893,0.998204
17380154,0.9975319
127324,0.9986242
462617,0.99764377
400211,0.85146874
56749196,0.99804723
2506881,0.9938547
116248545,0.9978422
190359066,0.9887306
17367496,0.99631375
465687,0.992471
6166567,0.9954171
50400693,0.980984
8134574,0.9991456
67469281,0.9966343
123756755,0.9987929
44888202,0.9992755
6647605,0.99862754
75317981,0.9790335
417335,0.997773
127720,0.98976666
90109928,0.9978283
1171641,0.99514115
22261808,0.9941596
74858976,0.9982785
74762960,0.99629706
127869,0.99728405
8479522,0.9970004
127908,0.9984347
127917,0.99644357
74581995,0.9987165
8927964,0.99494606
115502313,0.98659945
6093464,0.9974699
81886467,0.99720484
75041402,0.99761057
81460859,0.99804735
29611958,0.99672604
34395958,0.9979874
56405074,0.9964191
166214957,0.9840986
26396779,0.99925596
190359919,0.99846953
2494688,0.98822826
9297000,0.996051
14286138,0.9927335
75558715,0.9910937
11134120,0.997769
3183236,0.9993469
1709397,0.9984043
218528039,0.9982968
75567331,0.99893767
O00101,0.99535936
O01625,0.9982352
O04311,0.9921582
O05129,0.99716216
O06135,0.9918572
O06643,0.9969625
O07406,0.9927792
O07442,0.97503114
O07870,0.9989072
O10392,0.9832366
O10394,0.9878093
O10469,0.993526
O12285,0.9924165
O13423,0.99533784
O14418,0.9941514
O16313,0.99546874
O16581,0.994981
O16607,0.9961145
O17471,0.9979717
O17720,0.9971329
O17848,0.99834216
O17970,0.7698574
O18266,0.7752447
O18281,0.9979001
O21237,0.99885786
O22111,0.9957956
O23837,0.8963364
O24532,0.99782926
O24665,0.9989895
O24790,0.92775506
O25015,0.993707
O25953,0.9983053
O26535,0.9983682
O26847,0.99861085
O26895,0.997531
O27408,0.99190444
O27690,0.9623591
O28109,0.9963205
O28346,0.9985915
O29389,0.99303883
O29408,0.9976192
O29623,0.9920061
O29763,0.99718314
O30157,0.9974246
O30786,0.9336826
O31270,0.9952343
O31291,0.9973513
O33087,0.99706846
O34004,0.99712116
O34054,0.995784
O39247,0.9439337
O41133,0.9196218
O41279,0.85168296
O41943,0.9984706
O44256,0.9922267
O44419,0.9761239
O45490,0.99774134
O45514,0.9905055
O46887,0.997166
O48855,0.98822033
O50037,0.9959124
O50587,0.99775606
O50938,0.9941186
O51689,0.99528706
O52994,0.99403495
O53066,0.99212486
O53104,0.99621284
O54508,0.97234523
O54621,0.9952649
O56254,0.99785954
O57766,0.99740124
O58981,0.9978683
O59448,0.9950677
O59629,0.9961838
O62081,0.99869686
O64052,0.9966614
O64074,0.99029034
O64291,0.9936853
O64714,0.9895997
O65229,0.98668736
O65679,0.9990128
O66044,0.9851938
O66744,0.99673826
O66934,0.99103385
O67296,0.9986105
O67326,0.9987268
O67437,0.99913955
O67651,0.99898
O67729,0.9962309
O67795,0.9986871
O67806,0.99704677
O68720,0.99187875
O70647,0.9900691
O72595,0.99149007
O72688,0.99003744
O73714,0.9888498
O73736,0.98683757
O74262,0.9846581
O76725,0.9968514
O76857,0.9834343
O76867,0.9988906
O80041,0.99509853
O80701,0.99780244
O81051,0.9845925
O81430,0.99653167
O81452,0.9955623
O81800,0.9957599
O83150,0.9984133
O83576,0.99785244
O83581,0.9915283
O83619,0.9967043
O85829,0.98726684
O86055,0.997924
O87710,0.9973629
O87772,0.99873453
O92368,0.993433
O93583,0.9934901
O93783,0.95216423
O93942,0.9965719
O96959,0.9976186
O97049,0.9875831
136807,0.99915195
123893119,0.9956039
2493189,0.9960828
47116981,0.9961379
32469781,0.9969023
50400831,0.9900333
2499428,0.99297744
P71997,0.9961898
P72127,0.98641855
P72544,0.9956103
P72877,0.9989543
P73066,0.9622998
P73135,0.99423873
P73687,0.9983463
P73983,0.9982022
P74059,0.99861515
P74321,0.9968689
P74470,0.9974934
P88939,0.9891878
P88981,0.9987835
P88990,0.96931183
P88996,0.98943835
P90974,0.9880122
P91012,0.9987675
P91129,0.99853694
P93842,0.91992193
P94660,0.9918779
P95185,0.99108875
P95456,0.99037117
P95838,0.99327713
P96834,0.9927983
7531172,0.99770725
22653922,0.9576972
83288373,0.99402726
3913072,0.9972677
41019232,0.9916545
81957058,0.9977906
1172022,0.99175525
115311958,0.9917679
400740,0.9963864
117949769,0.9841966
1168982,0.99687296
3183160,0.99737036
37999675,0.9863479
75202598,0.9486243
158706385,0.99881196
20178013,0.9826591
82181302,0.9982693
2507585,0.991689
129976,0.97186136
130066,0.9170173
548843,0.99726474
3914341,0.9853801
417488,0.9961604
400792,0.9971234
71153052,0.9944734
27151659,0.97632027
1723513,0.9992399
130208,0.9604238
12643935,0.9968477
3914358,0.9972946
730332,0.9981055
81901863,0.99453753
73921753,0.99833846
14195036,0.95157194
130373,0.99686086
1730941,0.9950113
81641366,0.9975873
130595,0.9957319
130600,0.996005
1709712,0.9960089
114152858,0.99802846
110282985,0.9986915
46577628,0.99562234
2507259,0.9913804
131022,0.9862801
215273870,0.99338996
152113098,0.99616146
18202953,0.960344
548600,0.9982145
131173,0.9927724
20143886,0.99261993
11134150,0.92681754
94730461,0.9915011
158564296,0.99818987
17433277,0.94888765
131408,0.5159586
41019236,0.9874999
1346893,0.9969067
131541,0.98688215
229462761,0.99463034
62901038,0.9973603
1346919,0.99672735
114152863,0.99879813
131677,0.998628
119391074,0.99868006
Q00233,0.99855334
Q00SX8,0.9963062
Q010T3,0.9990513
Q012V0,0.9917464
Q016Y0,0.98443604
Q017A8,0.9931584
Q017B9,0.996269
Q01910,0.99517643
Q01C41,0.98888516
Q01DQ3,0.99240404
Q01HU1,0.84132165
Q01TF2,0.9911459
Q02290,0.98137945
Q024C1,0.9982198
Q029F9,0.99494886
Q02C81,0.9514355
Q02I13,0.99272823
Q02KL1,0.98134524
Q03087,0.99319106
Q032V9,0.9882516
Q037V1,0.99579084
Q03C36,0.99534285
Q03C60,0.99783355
Q03DD7,0.99269766
Q03GD0,0.9992275
Q03RB0,0.9956103
Q03Z36,0.98932135
Q04136,0.98364645
Q04232,0.9972631
Q04G18,0.99728
Q04QB3,0.99895453
Q065Z0,0.9743858
Q067I9,0.99288285
Q06GE1,0.9556547
Q07CY9,0.9953968
Q07M05,0.995439
Q08242,0.99037826
Q083L0,0.9957262
Q08A72,0.9946532
Q08BL5,0.9940024
Q08F52,0.99075854
Q08F80,0.9960465
Q08FA4,0.9978174
Q08FR9,0.9965384
Q08PA4,0.996349
Q08ZG9,0.995053
Q09016,0.99296194
Q09395,0.990602
Q09FM5,0.9969362
Q09I64,0.99563545
Q09JT6,0.994958
Q09WM2,0.9965436
Q0AC30,0.93511134
Q0AJY0,0.9978818
Q0AP68,0.99234927
Q0AQG7,0.99103206
Q0AR33,0.9487449
Q0AU56,0.9964659
Q0AUB7,0.9984419
Q0AY44,0.99726534
Q0AZH5,0.9985317
Q0B3X0,0.99326926
Q0BSS1,0.98886406
Q0C1N5,0.99372065
Q0CBH7,0.9953538
Q0CCQ2,0.9981654
Q0CFJ0,0.9752442
Q0CFT4,0.989588
Q0CMG9,0.9984919
Q0CVP2,0.9990625
Q0CWE5,0.993772
Q0CX38,0.9981165
Q0D0V7,0.9989446
Q0DL37,0.99762946
Q0E3P7,0.9945081
Q0F0P7,0.9972766
Q0F1G3,0.9987643
Q0F3Q8,0.98440486
Q0FDT9,0.9877395
Q0FIB4,0.99305224
Q0FKF5,0.9949596
Q0G033,0.97201115
Q0G1E0,0.99196047
Q0G760,0.99436426
Q0GNX7,0.99834275
Q0GY79,0.9957681
Q0GYJ9,0.9945597
Q0I3L1,0.99852306
Q0IF89,0.9971174
Q0IFF2,0.99846053
Q0IFG8,0.95062447
Q0IL06,0.9964864
Q0IL98,0.98273176
Q0J981,0.993233
Q0K1I4,0.9570301
Q0K9C4,0.97068137
Q0KEV1,0.9869485
Q0N3Y2,0.9963181
Q0N3Z1,0.9930535
Q0N417,0.9980835
Q0N457,0.9971316
Q0PIT7,0.9805289
Q0PM89,0.9990006
Q0QIH9,0.99123085
Q0S0T0,0.99792576
Q0SCV4,0.98741686
Q0SE81,0.9845056
Q0SKW4,0.99750936
Q0TNF7,0.99788445
Q0TR23,0.9962423
Q0TXY6,0.9980386
Q0U059,0.9962502
Q0U2G3,0.9883286
Q0U2Z1,0.9988298
Q0U9D0,0.9317512
Q0UAI4,0.9906142
Q0UAL4,0.99732685
Q0UD67,0.9808734
Q0UKW1,0.9963553
Q0USA0,0.99548644
Q0USF4,0.99718106
Q0UVN6,0.9989735
Q0V1H2,0.9967872
Q0V452,0.9959133
Q0V5R0,0.9966456
Q0V9F5,0.98629224
Q0VJV0,0.98446506
Q0VLB4,0.9968215
Q0VN52,0.99120414
Q0VNH7,0.9799749
Q0VPB0,0.9988226
Q0VQF9,0.99834335
Q0VR55,0.99877685
Q0W0F2,0.968216
Q0W464,0.99754447
Q0W5U1,0.987323
Q0W6P6,0.9959979
Q0WR17,0.9950789
Q0YU31,0.9981452
Q0YUH0,0.99812514
Q10GL6,0.979676
Q10RX5,0.98004526
Q10V59,0.99677163
Q119R3,0.9933357
Q11IW4,0.98761195
Q11KE6,0.9844945
Q11S16,0.98986036
Q11VT5,0.99130756
Q11W58,0.99771523
Q11ZV0,0.9976803
Q128Y3,0.9933375
Q12GK7,0.99057674
Q12HE2,0.9961747
Q12UC5,0.99417996
Q13FJ9,0.9922463
Q141R7,0.98441005
Q14JF5,0.98809785
Q14MF0,0.99869955
Q14NN6,0.9979261
Q14V22,0.9870969
Q15JG9,0.9644024
Q15N21,0.99859244
Q15PS7,0.99562526
Q15W21,0.99861133
Q16FT0,0.9977246
Q16UE5,0.9967175
Q17515,0.99719393
Q17517,0.9943065
Q17907,0.99555606
Q17DA7,0.9899474
Q17LJ5,0.9983997
Q17NP9,0.9947577
Q18654,0.9824051
Q18662,0.9841558
Q18668,0.99870336
Q18675,0.8299183
Q18DQ6,0.9860757
Q18G38,0.998061
Q18HD9,0.9881108
Q19824,0.9952619
Q19AT3,0.9942889
Q1AP31,0.99810576
Q1AS75,0.9948782
Q1ATV9,0.9987696
Q1AXK1,0.982732
Q1AY75,0.9901164
Q1AZ64,0.9817037
Q1B172,0.99740666
Q1B4J7,0.99790716
Q1CIB5,0.99403524
Q1CJ47,0.96843076
Q1CTI2,0.9986829
Q1D0G3,0.9960032
Q1D107,0.9981748
Q1DBU4,0.9972639
Q1EQ29,0.9973923
Q1GCX6,0.985637
Q1H1F0,0.99592257
Q1H9U7,0.98702323
Q1I823,0.9815963
Q1INK4,0.9964528
Q1JVV0,0.94603163
Q1K192,0.992228
Q1KY53,0.9901037
Q1L917,0.9950872
Q1L957,0.92729443
Q1M2S9,0.9977441
Q1M734,0.99703264
Q1MA02,0.9901406
Q1MRD6,0.99844676
Q1MZF6,0.96311283
Q1N0P2,0.9980299
Q1N362,0.9665563
Q1N691,0.99701416
Q1N6X6,0.9834953
Q1N8F6,0.9983972
Q1NKM4,0.99908876
Q1NP90,0.98932695
Q1PDB1,0.99876535
Q1PY90,0.9964259
Q1PZS9,0.9671855
Q1Q4I7,0.92375624
Q1Q841,0.991662
Q1Q871,0.9982534
Q1QFK3,0.99203956
Q1QUA6,0.99675685
Q1QVC4,0.99482745
Q1QY72,0.9949679
Q1QYE1,0.99615294
Q1R298,0.9982326
Q1R910,0.993997
Q1RBN3,0.97496086
Q1RGT6,0.99763656
Q1RNE8,0.9829034
Q1WLI3,0.9971264
Q1WT65,0.9954531
Q1YSJ5,0.9664629
Q1YSY2,0.9985662
Q1YUB5,0.989865
Q1Z615,0.995826
Q1ZBP2,0.98942214
Q1ZGZ5,0.9979755
Q1ZXS5,0.99776804
Q20124,0.99814284
Q201Y7,0.9889092
Q20445,0.99789196
Q20583,0.998422
Q21247,0.993248
Q21486,0.99712616
Q215U7,0.97686243
Q21643,0.9986356
Q217R9,0.98923737
Q21913,0.99787474
Q21KQ5,0.99315697
Q21MK3,0.9870658
Q221E1,0.9909869
Q22HI6,0.9981546
Q22XJ4,0.99437803
Q22Y36,0.99341327
Q23384,0.9972166
Q237I2,0.8914954
Q23DD3,0.99714655
Q23H36,0.99469733
Q23QY2,0.98773706
Q23VW4,0.98423564
Q24953,0.99521613
Q24N67,0.9815222
Q24QP2,0.98725104
Q25125,0.9947436
Q25163,0.96646625
Q25BX0,0.9966732
Q26839,0.8796982
Q26FL8,0.99442095
Q27030,0.9934488
Q287N6,0.9856399
Q28C94,0.99765176
Q28LS2,0.98473513
Q28NK8,0.99281985
Q28VK8,0.9958112
Q28ZM9,0.99173826
Q294V7,0.97300684
Q29C94,0.99749917
Q29CM2,0.99625444
Q29F43,0.9966162
Q29I74,0.9972807
Q29N42,0.9981217
Q2B2U3,0.9885561
Q2B904,0.994501
Q2B908,0.99317235
Q2BCJ5,0.9800907
Q2BED5,0.9917361
Q2BJV7,0.9925383
Q2BLK7,0.99384403
Q2BMV9,0.99709475
Q2F5I1,0.99566406
Q2F5Y1,0.99238515
Q2F896,0.9956409
Q2FHG6,0.9962972
Q2FLN2,0.99703586
Q2FP08,0.99693906
Q2FUL6,0.9929454
Q2FUL8,0.98858565
Q2G368,0.9982108
Q2G890,0.90312445
Q2GX56,0.9948985
Q2GXG6,0.9656759
Q2H333,0.99185467
Q2H5X4,0.98769855
Q2HZF8,0.98228353
Q2IE65,0.9955895
Q2INI9,0.99318403
Q2J123,0.9931351
Q2JI96,0.99737966
Q2JN24,0.99223304
Q2JVA6,0.98916376
Q2JVX6,0.99498487
Q2JXS4,0.98854965
Q2KE39,0.99602807
Q2KXK0,0.9976152
Q2L5U8,0.9987992
Q2L6V7,0.9824823
Q2LUW5,0.99695337
Q2LYA0,0.99883384
Q2MG65,0.9925419
Q2NIP4,0.9960543
Q2NNY4,0.99812835
Q2NQP9,0.9980888
Q2NVJ1,0.9980357
Q2P533,0.9934958
Q2PIU4,0.9985726
Q2PJ43,0.99798065
Q2PPK8,0.997919
Q2QBT8,0.9983438
Q2QCN5,0.98468494
Q2QQ59,0.9974183
Q2R1R7,0.99851996
Q2RHL4,0.9468833
Q2RL01,0.9943012
Q2RM83,0.9899637
Q2RPY2,0.97335094
Q2RVN2,0.99804735
Q2RZA7,0.99466115
Q2S1V3,0.99708027
Q2S703,0.9752255
Q2SB98,0.9909412
Q2SBC4,0.9974202
Q2SBK5,0.99542147
Q2SDF8,0.99852556
Q2SH02,0.9975453
Q2SKA9,0.99749607
Q2SMI7,0.99563247
Q2SNC8,0.98025423
Q2T3C5,0.988186
Q2T4K2,0.9855135
Q2U620,0.99837494
Q2U8M0,0.9929997
Q2U9F0,0.9958437
Q2UBL3,0.9987447
Q2UBV5,0.9967012
Q2UD29,0.97199315
Q2UKQ5,0.97265863
Q2ULS9,0.9904569
Q2V3X6,0.97411025
Q2WC28,0.99563795
Q2Y582,0.99714524
Q2Y710,0.97148323
Q2YDF8,0.9950895
Q2YTN0,0.998237
Q30765,0.9917247
Q30BJ1,0.99448544
Q30UC2,0.9977043
Q30UN3,0.99543625
Q30WX1,0.9943047
Q311Q2,0.998027
Q315B9,0.9984572
Q31R35,0.9966449
Q320L7,0.99409074
Q32F75,0.99016005
Q32N83,0.9876459
Q32NU3,0.98360103
Q335D4,0.99884415
Q38119,0.99582857
Q38150,0.9949537
Q38497,0.99788827
Q386M1,0.99194884
Q38743,0.9989491
Q38YH3,0.99574524
Q39559,0.995423
Q39TB3,0.9616213
Q3A3U0,0.9964652
Q3A9P5,0.9986853
Q3A9X2,0.9958391
Q3AB59,0.998243
Q3AG14,0.9956365
Q3AW86,0.9515186
Q3BUM9,0.9934993
Q3C1X8,0.9941936
Q3D667,0.9976228
Q3EA56,0.7344267
Q3EDD3,0.99667954
Q3EQA2,0.9957482
Q3ERC0,0.99876606
Q3EV31,0.9939335
Q3EVT4,0.9984106
Q3HWR3,0.99124676
Q3IGZ7,0.9954977
Q3IN31,0.99566096
Q3IQ07,0.99142015
Q3J6V3,0.99717784
Q3J934,0.94812983
Q3J9V0,0.99623615
Q3JB95,0.99739325
Q3K087,0.99702555
Q3K2K4,0.99755967
Q3KA02,0.99293786
Q3KBV1,0.99523985
Q3KBZ1,0.925972
Q3KDY1,0.9957349
Q3KJK9,0.9830892
Q3KKV0,0.89606917
Q3KMT2,0.9911724
Q3L5C6,0.9942194
Q3LI55,0.8772329
Q3LZV2,0.9911006
Q3M2J6,0.99803036
Q3M4C5,0.99804235
Q3MF39,0.99418867
Q3R6D1,0.9973279
Q3RFN4,0.99806315
Q3SF11,0.99639124
Q3SG52,0.98937815
Q3SG89,0.9966808
Q3SII4,0.97698575
Q3TA47,0.9974886
Q3TE00,0.9809863
Q3TPH0,0.9967024
Q3U106,0.98517954
Q3UTK6,0.9952147
Q3UYX2,0.99840194
Q3V623,0.99196506
Q3XZN9,0.9980856
Q3YBP0,0.98963684
Q3Z0I0,0.98350406
Q3ZSQ6,0.99465936
Q3ZZH3,0.9934384
Q40928,0.933422
Q41360,0.9471568
Q43576,0.90938735
Q43615,0.98345953
Q44831,0.9933343
Q45024,0.9992465
Q45242,0.95251465
Q45775,0.99678636
Q46141,0.99669516
Q46226,0.98985785
Q46606,0.9987313
Q46AB7,0.996447
Q46EL0,0.9981135
Q46T08,0.9945111
Q46UL5,0.9797601
Q47405,0.94547045
Q475I5,0.9988248
Q47JU8,0.9905654
Q47KJ0,0.9975649
Q47VA1,0.997543
Q47XZ8,0.99625385
Q48041,0.9931035
Q480A6,0.9533237
Q489W1,0.998359
Q48VQ4,0.995464
Q49JF6,0.99223363
Q49VC6,0.99502003
Q49W19,0.99651563
Q49WA7,0.9991948
Q4C298,0.9878731
Q4CWI6,0.99729735
Q4CYF0,0.99236745
Q4D4R9,0.9938699
Q4DF64,0.9239434
Q4DJH7,0.9933048
Q4DN62,0.99324703
Q4E4V6,0.9972319
Q4EGI0,0.9971783
Q4EK97,0.9953536
Q4ES59,0.9941571
Q4ES76,0.9960431
Q4FTR2,0.9946682
Q4FV58,0.997897
Q4FZ66,0.9977235
Q4G374,0.9969516
Q4GZI3,0.99744165
Q4H3B3,0.99620193
Q4JDQ9,0.9616518
Q4JX92,0.99430627
Q4K5W6,0.9991111
Q4L3T3,0.9702065
Q4MIS6,0.99787474
Q4MIT1,0.98836726
Q4N0G6,0.984511
Q4N322,0.9984932
Q4P1X3,0.9977324
Q4P463,0.9977945
Q4P7J2,0.99929774
Q4P9D6,0.9943416
Q4PDV4,0.99585706
Q4PFJ0,0.99869365
Q4PK65,0.9867677
Q4PP83,0.8565467
Q4QE65,0.9904274
Q4QLX9,0.9967309
Q4QQU9,0.99137306
Q4R1A2,0.9870357
Q4R4M8,0.9939516
Q4RER5,0.9963607
Q4RFI9,0.97669625
Q4RGM1,0.9981831
Q4RJV3,0.9974841
Q4RLS1,0.9916773
Q4RS95,0.99374974
Q4RVC6,0.97793216
Q4RYW2,0.99161327
Q4S3W0,0.9673007
Q4S7I9,0.9932761
Q4SE74,0.99620974
Q4SED3,0.9972096
Q4SLZ7,0.98249936
Q4SMU4,0.99422497
Q4SPF5,0.995817
Q4T1R7,0.9971046
Q4T7Q4,0.99501747
Q4T8Z5,0.99232167
Q4T9T5,0.9902716
Q4TA37,0.9970778
Q4TA88,0.98281914
Q4TT81,0.99829334
Q4TVU2,0.9937803
Q4U221,0.9929174
Q4UE88,0.99651766
Q4V7U6,0.99882084
Q4V840,0.9940196
Q4VE25,0.99713457
Q4WNI7,0.99396354
Q4Z144,0.99786866
Q4Z229,0.99569076
Q4Z8Q3,0.9825585
Q4ZAR5,0.99222845
Q4ZE94,0.99510527
Q4ZP11,0.9968947
Q4ZT52,0.9976012
Q4ZWF5,0.9950192
Q4ZX80,0.9928306
Q504Z8,0.9916808
Q53HZ0,0.998147
Q54408,0.9917897
Q549J4,0.99761474
Q54B17,0.9971106
Q54JL9,0.979198
Q54JM0,0.9808411
Q54K79,0.9983531
Q54LF7,0.99709105
Q54U85,0.99235404
Q54UD1,0.99849236
Q54W23,0.99672
Q54Z61,0.9984012
Q552C9,0.9737201
Q55916,0.9963536
Q55CR8,0.9972119
Q55CU6,0.9973502
Q55PG0,0.9935453
Q55QA9,0.9974806
Q55R08,0.9959032
Q55VQ8,0.94923025
Q55YG7,0.9967998
Q55YH8,0.99838245
Q56212,0.95743394
Q56299,0.989879
Q562D1,0.9980627
Q566R9,0.9980755
Q567K8,0.96931934
Q56BE0,0.99182266
Q56C00,0.9965725
Q56EC9,0.9913612
Q56JZ0,0.9958262
Q56TN4,0.99612
Q57482,0.99849916
Q57G52,0.9727528
Q57J81,0.9068787
Q57KP0,0.996824
Q57KP6,0.99799025
Q57LG2,0.99737287
Q57T54,0.9911004
Q581X3,0.9955373
Q58GH9,0.9983259
Q59208,0.9987104
Q59933,0.99674076
Q59H09,0.9865102
Q59KJ7,0.99898404
Q59TT4,0.99670994
Q5A507,0.9948389
Q5ASB3,0.98408073
Q5AW68,0.9990257
Q5AYK3,0.9979796
Q5B4R5,0.9936466
Q5B6K2,0.99617445
Q5BD42,0.9982376
Q5BEA2,0.9877679
Q5BFA3,0.99728274
Q5BFE4,0.9940414
Q5BGY9,0.9974819
Q5BIY4,0.99831957
Q5BS29,0.9789154
Q5BS67,0.98690635
Q5BS74,0.99313825
Q5BSG5,0.9956292
Q5BTE8,0.99625516
Q5BVM3,0.990568
Q5BZA3,0.99435633
Q5CF75,0.9990435
Q5CG66,0.99669766
Q5CM90,0.9976928
Q5CQF4,0.994131
Q5CU68,0.99403906
Q5D9G7,0.9967565
Q5DB56,0.99614966
Q5DBQ1,0.992665
Q5DD74,0.9946384
Q5DFP2,0.9932749
Q5DH41,0.9990491
Q5DHA3,0.9951944
Q5DHY4,0.9990132
Q5DYY0,0.99423546
Q5DZW6,0.9946766
Q5E838,0.96404934
Q5EAV5,0.9972403
Q5EP44,0.9988342
Q5EP70,0.9970692
Q5EPB7,0.98728186
Q5FIM8,0.98117036
Q5FNV6,0.9975799
Q5FSY9,0.9974995
Q5FYS4,0.99560285
Q5FZ01,0.96834105
Q5H251,0.93540406
Q5HB85,0.9944019
Q5I0I7,0.98055744
Q5JDA6,0.9988907
Q5JFJ5,0.996009
Q5JFK9,0.99684
Q5JG41,0.9986986
Q5JGB3,0.9987563
Q5JH46,0.99807173
Q5JN44,0.9634383
Q5JSY9,0.9957104
Q5K7D9,0.9947693
Q5K7E1,0.9974879
Q5K7I7,0.98861736
Q5K8Y6,0.9662546
Q5KA18,0.99528235
Q5KDJ1,0.99788743
Q5KE02,0.98575574
Q5KEZ3,0.9985133
Q5KFE5,0.99606436
Q5KFQ3,0.88210714
Q5KGF5,0.9985789
Q5KI18,0.99876213
Q5KJQ1,0.99876034
Q5KMT7,0.94425505
Q5KN66,0.9926488
Q5KS41,0.99908495
Q5KSM6,0.9974649
Q5KUG1,0.99902785
Q5KZ27,0.9862098
Q5KZ33,0.99682176
Q5KZ52,0.9921515
Q5L4N3,0.9986619
Q5LL10,0.9945702
Q5LN92,0.9959437
Q5LS90,0.98805296
Q5LZX0,0.99828124
Q5MKP0,0.9959721
Q5NWU6,0.9980584
Q5P0U9,0.98769826
Q5P8M3,0.9942311
Q5PCZ0,0.9965597
Q5PFS5,0.98331845
Q5PGP8,0.99207085
Q5QBV8,0.99452764
Q5QBZ4,0.9965029
Q5QV12,0.9732861
Q5QV86,0.9982572
Q5QWE9,0.99853027
Q5RI01,0.9983853
Q5S7T2,0.99807453
Q5SDI8,0.66252995
Q5SJJ5,0.990419
Q5TWP8,0.99806553
Q5TZ68,0.9960001
Q5UAX1,0.9956393
Q5UAZ3,0.98289585
Q5UAZ5,0.96630013
Q5UF25,0.99850476
Q5UF55,0.9962819
Q5V0C4,0.99670094
Q5V248,0.9963735
Q5V5W9,0.9945557
Q5VY27,0.9973264
Q5W645,0.98067117
Q5W648,0.9789478
Q5WMC0,0.983602
Q5WS33,0.99873155
Q5XAR5,0.99657947
Q5XG27,0.99129605
Q5XHJ3,0.9858753
Q5XXZ6,0.9937039
Q5YET0,0.99864143
Q5YMJ2,0.9928294
Q5YRQ6,0.9953939
Q5YWL5,0.9867715
Q5ZHP1,0.9977525
Q5ZZB4,0.9354557
Q609W9,0.9915588
Q60AX8,0.9866421
Q62293,0.9980925
Q62766,0.9958222
Q632T3,0.9947655
Q647E4,0.97002923
Q647S2,0.99824905
Q648X9,0.9863745
Q64AS6,0.9941095
Q64EQ0,0.9977754
Q64PJ6,0.996289
Q651S6,0.9954489
Q65543,0.99847585
Q65971,0.9345469
Q65F76,0.9847478
Q65FM2,0.9968359
Q65GB0,0.99607605
Q65GH0,0.99595046
Q65GR1,0.99208695
Q65HF5,0.9822227
Q65HP4,0.99021685
Q65I92,0.99543554
Q65L27,0.9894594
Q65MD3,0.9960653
Q66127,0.98496115
Q666L6,0.99843377
Q666W5,0.9904722
Q66FL9,0.98233044
Q66J88,0.99300534
Q66S74,0.9962734
Q67670,0.9982553
Q67692,0.9941076
Q67L20,0.99653
Q67NF9,0.989787
Q67QJ2,0.9864792
Q67SH9,0.99205136
Q67T05,0.9901591
Q67TD3,0.9864119
Q67U55,0.99707544
Q68784,0.9448139
Q687G8,0.9939546
Q688Z4,0.9973724
Q69342,0.98517066
Q699G7,0.994381
Q69C24,0.99551183
Q69HR7,0.99224335
Q6A843,0.9965759
Q6A8W2,0.98765576
Q6ARG8,0.9840042
Q6AXA0,0.9917464
Q6B4V3,0.9785583
Q6BHM9,0.99820757
Q6BNB7,0.9970427
Q6BPE8,0.9975504
Q6BPU3,0.9834999
Q6BT78,0.99586797
Q6BZJ7,0.99820673
Q6C017,0.99754494
Q6C0R2,0.99208087
Q6C222,0.9966904
Q6C3V6,0.9919636
Q6C3Y7,0.98531556
Q6C4P3,0.998018
Q6C504,0.9968887
Q6C5F7,0.99821126
Q6C5P8,0.99574715
Q6C761,0.9978963
Q6C9U5,0.9993906
Q6CA63,0.9973647
Q6CAT0,0.9916087
Q6CC27,0.99458057
Q6CD31,0.9990252
Q6CDL7,0.9913502
Q6CES2,0.997825
Q6CF00,0.9562
Q6CKR9,0.99888724
Q6CN14,0.9959864
Q6CNB9,0.98613936
Q6CSE5,0.99395776
Q6CSF2,0.99797577
Q6CSF4,0.9955005
Q6D0D5,0.99415153
Q6D3K1,0.97286
Q6D717,0.98875487
Q6DI38,0.9951212
Q6DRJ1,0.9936371
Q6E6F9,0.98274106
Q6ED62,0.99637574
Q6ESB7,0.9932736
Q6ETP4,0.9829469
Q6F385,0.9856468
Q6FBP9,0.99854714
Q6FFD9,0.9877813
Q6FND2,0.99446714
Q6FNZ0,0.99753064
Q6FSR9,0.99847263
Q6FT09,0.99857557
Q6FV45,0.9970797
Q6FV95,0.9959347
Q6FX06,0.9967734
Q6FX44,0.99362963
Q6FXW3,0.99060047
Q6G5G4,0.9919486
